CC[C@H](NC)C(=O)N[C@H]1[C@@H](CO)CC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H](C(=O)NCCOCCOCCOCCn3cc(CCC(=O)NCC[C@H]4CC[C@H]5CC[C@H](N5C(=O)[C@H]4NC(=O)[C@H](CC)NC)C(=O)NC(c6ccccc6)c7ccccc7)nn3)c8ccccc8.OC(=O)C(F)(F)F	CHEMBL2204567	pIC50=7.51
CN[C@@H](C)C(=O)NC1CCC[C@H]2[C@@H](Cc3ccccc3)C[C@H](N2C1=O)C(=O)N[C@@H]4CCCc5ccccc45	CHEMBL1672260	pKd=7.51
CN[C@@H](C)C(=O)N[C@H]1C\C=C/C[C@H]2[C@@H](Cc3ccccc3)C[C@H](N2C1=O)C(=O)N[C@@H]4CCCc5ccccc45	CHEMBL472832	pKi=7.51
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CO)CC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H](C(=O)NCCCCCCCCNC(=O)[C@@H](NC(=O)[C@@H]3CC[C@@H]4CC[C@H](CO)[C@H](NC(=O)[C@H](CC)NC)C(=O)N34)c5ccccc5)c6ccccc6.OC(=O)C(F)(F)F	CHEMBL2204582	pIC50=7.52
CN[C@@H](C)C(=O)N[C@H]1Cc2ccccc2[C@H]3CC[C@H](N3C1=O)C(=O)NC(c4ccccc4)c5ccccc5	CHEMBL515347	pKi=7.52
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CO)CC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H](C(=O)NCCOCCOCCOCCNC(=O)CCc3cn(C[C@H]4CC[C@H]5CC[C@H](N5C(=O)[C@H]4NC(=O)[C@H](CC)NC)C(=O)NC(c6ccccc6)c7ccccc7)nn3)c8ccccc8.OC(=O)C(F)(F)F	CHEMBL2204568	pIC50=7.53
CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H]1C(=O)N[C@@H]2CCCc3ccccc23)NC(=O)c4ccc(CN([C@H](C)c5ccccc5F)C(=O)[C@@H]6Cc7ccccc7CN6C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc4)C(C)(C)C	CHEMBL3339221	pIC50=7.55
CN[C@@H](C)C(=O)N[C@H]1CCCCn2cc(nn2)[C@@H](NC(=O)[C@@H]3CCCN3C(=O)[C@H](CCCCn4cc(nn4)[C@@H](NC(=O)[C@@H]5CCCN5C1=O)c6ccccc6)NC(=O)[C@H](C)NC)c7ccccc7	CHEMBL1095993	pIC50=7.55
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(C[C@H]3N2C1=O)C(=O)C(OCC#CC#CCOC(C(=O)N4CC[C@@H]5C[C@@H]6CCC[C@H](NC(=O)[C@H](C)NC)C(=O)N6[C@@H]5C4)c7ccccc7)c8ccccc8	CHEMBL3236390	pIC50=7.55
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CO)CC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H](C(=O)NCCCCCNC3=C(NCCCCCNC(=O)[C@@H](NC(=O)[C@@H]4CC[C@@H]5CC[C@H](CO)[C@H](NC(=O)[C@H](CC)NC)C(=O)N45)c6ccccc6)C(=O)C3=O)c7ccccc7.OC(=O)C(F)(F)F	CHEMBL2205247	pIC50=7.57
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CO)CC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H](C(=O)NCCCOCCOCCOCCCNC(=O)[C@@H](NC(=O)[C@@H]3CC[C@@H]4CC[C@H](CO)[C@H](NC(=O)[C@H](CC)NC)C(=O)N34)c5ccccc5)c6ccccc6.OC(=O)C(F)(F)F	CHEMBL2205246	pIC50=7.59
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H](c3ccccc3)c4cn(CCCCCCCCCCNC(=O)CCCCCNC(=O)CCCC[C@@H]5SC[C@@H]6NC(=O)N[C@H]56)nn4)C(=O)CC(C)C	CHEMBL2158053	pKi=7.59
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CCN)CC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H](C(=O)NCCCOCCOCCOCCCNC(=O)[C@@H](NC(=O)[C@@H]3CC[C@@H]4CC[C@H](CCN)[C@H](NC(=O)[C@H](CC)NC)C(=O)N34)c5ccccc5)c6ccccc6.OC(=O)C(F)(F)F	CHEMBL2204566	pIC50=7.6
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CO)CC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H](c3ccccc3)c4cn(CCCCc5ccc(CCCCn6cc(nn6)[C@@H](NC(=O)[C@@H]7CC[C@@H]8CC[C@H](CO)[C@H](NC(=O)[C@H](CC)NC)C(=O)N78)c9ccccc9)cc5)nn4.OC(=O)C(F)(F)F	CHEMBL2204581	pIC50=7.6
CC[C@H](NC)C(=O)N[C@H]1[C@@H](CO)CC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@H](C(=O)NCCNC(=O)CCC#CC#CCCC(=O)NCCNC(=O)[C@@H](NC(=O)[C@@H]3CC[C@@H]4CC[C@H](CO)[C@H](NC(=O)[C@H](CC)NC)C(=O)N34)c5ccccc5)c6ccccc6.OC(=O)C(F)(F)F	CHEMBL2205248	pIC50=7.61
CC[C@H](N)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)NC(c2ccccc2)c3ccccc3	CHEMBL181479	pKi=7.62
CC[C@H](NC)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@@H]3Cc4cc(Cl)ccc4N3C[C@H]2C(=O)N[C@@H]5CCOc6ccccc56	CHEMBL3094404	pIC50=7.64
Cl.CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)c2ccc(cc2)C(=O)C)c3ccccc3N(Cc4c(OC)ccc5cc(Br)ccc45)C1=O	CHEMBL2436206	pIC50=7.66
Cl.CN[C@@H](C)C(=O)N[C@H]1[C@H](C)N(C(=O)C)c2cc(ccc2N(Cc3c(OC)ccc4ccccc34)C1=O)C#N	CHEMBL2436225	pIC50=7.66
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)N[C@@H]3[C@@H](Cc4ccccc34)OCC#CC#CCO[C@@H]5Cc6ccccc6[C@@H]5NC(=O)[C@@H]7CCCN7C(=O)[C@@H](NC(=O)[C@H](C)NC)C8CCCCC8	CHEMBL3108827	pIC50=7.68
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H]2CCc3ccccc23)C(C)(C)C	CHEMBL361282	pKd=7.7
CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H]1C(=O)N[C@@H]2CCCc3ccccc23)NC(=O)c4ccc(cc4)C(=O)Nc5ccc6C[C@H](N(Cc6c5)C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)SCC(=O)NCCCNCCCCNCCCN)C(=O)N[C@@H]7CCCc8ccccc78)C(C)(C)C	CHEMBL3339225	pIC50=7.7
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)N5CCN(CC5)C(=O)N6CC[C@H]7CC[C@H](N7C(=O)[C@H](C6)NC(=O)[C@H](C)NC)C(=O)NC(c8ccccc8)c9ccccc9	CHEMBL2348617	pIC50=7.71
CC[C@H](NC)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@@H]3Cc4ccccc4N3C[C@H]2C(=O)N[C@@H]5CCOc6ccccc56	CHEMBL3094408	pIC50=7.72
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H]2[C@@H](CCc3ccccc23)OCC#C)C(C)(C)C	CHEMBL3108923	pIC50=7.72
Cl.CN[C@@H](C)C(=O)N[C@H]1[C@H](C)N(C(=O)CS(=O)(=O)C)c2ccccc2N(Cc3c(OC)ccc4ccccc34)C1=O	CHEMBL2436218	pIC50=7.72
CC[C@H](NC)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@@H]3Cc4cc(ccc4N3C[C@H]2C(=O)N[C@@H]5CCOc6ccccc56)C#N	CHEMBL3094405	pIC50=7.75
CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(Cc2c(OC)ccc3cc(ccc23)C(=O)O)c4ccccc4OC15CCOCC5.OC(=O)C(F)(F)F	CHEMBL2431751	pIC50=7.75
CN[C@@H](C)C(=O)N[C@H]1Cc2ccccc2[C@H]3CC[C@H](N3C1=O)C(=O)N[C@@H]4CCCc5ccccc45	CHEMBL516172	pKi=7.75
CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H]1C(=O)N[C@@H]2CCCc3ccccc23)NC(=O)c4ccc(cc4)C(=O)Nc5ccc6C[C@H](N(Cc6c5)C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C(=O)N[C@@H]7CCCc8ccccc78)C(C)(C)C	CHEMBL3339214	pIC50=7.77
CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H]3CCc4ccccc34	CHEMBL519256	pKi=7.82
Cl.CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)C)c2ccccc2N(Cc3c(OC)ccc4cc(Br)ccc34)C1=O	CHEMBL2436214	pIC50=7.82
CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H]3CCCC4C=CC=CC34	CHEMBL485721	pKi=7.85
CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H]3CCCc4ccccc34	CHEMBL481213	pKi=7.85
C[C@H](N)C(=O)N[C@H]1CCCC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4	CHEMBL487964	pKi=7.85
Cl.CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)c2cccc(F)c2)c3ccccc3N(Cc4c(OC)ccc5cc(Br)ccc45)C1=O	CHEMBL2436332	pIC50=7.96
Cl.CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)c2ccccc2F)c3ccccc3N(Cc4c(OC)ccc5cc(Br)ccc45)C1=O	CHEMBL2436333	pIC50=7.96
CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H]1C(=O)N[C@@H]2CCCc3ccccc23)NC(=O)c4ccc(CN([C@@H](COC)c5ccccc5)C(=O)[C@@H]6Cc7ccccc7CN6C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc4)C(C)(C)C	CHEMBL3339223	pIC50=8.0
CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H]1C(=O)N[C@@H]2CCCc3ccccc23)NC(=O)c4ccc(cc4)C(=O)Nc5ccc6C[C@H](N(Cc6c5)C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)SCC(=O)NCCCNCCCNCCCCNCCCN)C(=O)N[C@@H]7CCCc8ccccc78)C(C)(C)C	CHEMBL3339226	pIC50=8.0
CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H]1C(=O)N[C@@H]2CCCc3ccccc23)NC(=O)c4oc(NC(=O)c5ccc6C[C@H](N(Cc6c5)C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C(=O)N[C@@H]7CCCc8ccccc78)nc4)C(C)(C)C	CHEMBL3339219	pIC50=8.0
Cl.CN[C@@H](C)C(=O)N[C@H]1[C@H](C)N(C(=O)CS(=O)(=O)C)c2cc(ccc2N(Cc3c(OC)ccc4ccccc34)C1=O)C#N	CHEMBL2436223	pIC50=8.0
Cl.CN[C@@H](C)C(=O)N[C@H]1[C@H](C)N(C(=O)CS(=O)(=O)C)c2ccccc2N(Cc3c(OC)ccc4cc(Br)ccc34)C1=O	CHEMBL2436216	pIC50=8.0
CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H]1C(=O)N[C@@H]2CCCc3ccccc23)NC(=O)c4ccc(cc4)C(=O)Nc5ccc6C[C@H](N(Cc6c5)C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)SCC(=O)NCCCN(CCCNCCCCNCCCN)C(=N)N)C(=O)N[C@@H]7CCCc8ccccc78)C(C)(C)C	CHEMBL3339227	pIC50=8.02
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)N[C@@H]5CC[C@H](CC5)NC(=O)N6CC[C@H]7CC[C@H](N7C(=O)[C@H](C6)NC(=O)[C@H](C)NC)C(=O)NC(c8ccccc8)c9ccccc9	CHEMBL2348618	pIC50=8.02
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)Nc5cccc(NC(=O)N6CC[C@H]7CC[C@H](N7C(=O)[C@H](C6)NC(=O)[C@H](C)NC)C(=O)NC(c8ccccc8)c9ccccc9)c5	CHEMBL2348622	pIC50=8.02
CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H]2CCCCOc3ccc(C[C@H](NC(=O)[C@H](Cc4ccc5ccccc5c4)NC(=O)[C@@H]6C[C@@H](CN6C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)n7cc(COc8ccc(C[C@@H](NS(=O)(=O)C9CC9)NC(=O)[C@H](Cc%10ccc%11ccccc%11c%10)NC(=O)[C@@H]1C2)cc8)nn7)C(=O)O)cc3)C(C)(C)C	CHEMBL3609325	pEC50=8.03
Cl.CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CS(=O)(=O)C)c2ccccc2N(Cc3c(OC)ccc4cc(Br)ccc34)C1=O	CHEMBL2436215	pIC50=8.05
Cl.CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)c2cnccn2)c3ccccc3N(Cc4c(OC)ccc5cc(Br)ccc45)C1=O	CHEMBL2436211	pIC50=8.05
Cl.CN[C@@H](C)C(=O)N[C@H]1[C@H](C)N(C(=O)CS(=O)(=O)C)c2ccccc2N(Cc3c(OC)ccc4c(Br)cccc34)C1=O	CHEMBL2436217	pIC50=8.05
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)CCc5ccc(CCC(=O)N6CC[C@H]7CC[C@H](N7C(=O)[C@H](C6)NC(=O)[C@H](C)NC)C(=O)NC(c8ccccc8)c9ccccc9)cc5	CHEMBL2348613	pIC50=8.07
CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H]1C(=O)N[C@@H]2CCCc3ccccc23)NC(=O)c4ccc(CN([C@H](COC)c5ccccc5)C(=O)[C@@H]6Cc7ccccc7CN6C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc4)C(C)(C)C	CHEMBL3339224	pIC50=8.1
Cl.CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)c2ccc(F)cc2)c3ccccc3N(Cc4c(OC)ccc5cc(Br)ccc45)C1=O	CHEMBL2436331	pIC50=8.1
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)Cc5ccc(CC(=O)N6CC[C@H]7CC[C@H](N7C(=O)[C@H](C6)NC(=O)[C@H](C)NC)C(=O)NC(c8ccccc8)c9ccccc9)cc5	CHEMBL2348614	pIC50=8.14
Cl.CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)Cc2cccnc2)c3ccccc3N(Cc4c(OC)ccc5cc(Br)ccc45)C1=O	CHEMBL2436210	pIC50=8.16
CNC(C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H](C[C@H]2C(=O)NC3CCCc4ccccc34)Oc5ccccc5	CHEMBL188510	pKd=8.22
Cl.CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)C2CCOCC2)c3ccccc3N(Cc4c(OC)ccc5cc(Br)ccc45)C1=O	CHEMBL2436213	pIC50=8.22
Cl.CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)c2ccc(C)cc2)c3ccccc3N(Cc4c(OC)ccc5cc(Br)ccc45)C1=O	CHEMBL2436334	pIC50=8.22
Cl.CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)c2ccc(N)cc2)c3ccccc3N(Cc4c(OC)ccc5ccccc45)C1=O	CHEMBL2436208	pIC50=8.22
Cl.CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)c2ccc(cc2)S(=O)(=O)C)c3ccccc3N(Cc4c(OC)ccc5cc(Br)ccc45)C1=O	CHEMBL2436205	pIC50=8.22
Cl.CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)c2ccccc2)c3ccccc3N(Cc4c(OC)ccc5cc(Br)ccc45)C1=O	CHEMBL2436330	pIC50=8.22
Cl.CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)c2oc(C)cc2)c3ccccc3N(Cc4c(OC)ccc5cc(Br)ccc45)C1=O	CHEMBL2436212	pIC50=8.22
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)Nc5ccc(Cc6ccc(NC(=O)N7CC[C@H]8CC[C@H](N8C(=O)[C@H](C7)NC(=O)[C@H](C)NC)C(=O)NC(c9ccccc9)c%10ccccc%10)cc6)cc5	CHEMBL2348620	pIC50=8.27
Cl.CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)c2cccnc2)c3ccccc3N(Cc4c(OC)ccc5cc(Br)ccc45)C1=O	CHEMBL2436209	pIC50=8.3
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)NCCCCNC(=O)N5CC[C@H]6CC[C@H](N6C(=O)[C@H](C5)NC(=O)[C@H](C)NC)C(=O)NC(c7ccccc7)c8ccccc8	CHEMBL2348616	pIC50=8.34
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H](c3ccccc3)c4cn(CCCCCCCCCCNC(=O)c5ccc(C6=C7C=CC(=O)C=C7Oc8cc(O)ccc68)c(c5)C(=O)O)nn4)C(=O)CC(C)C	CHEMBL2158054	pKd=8.36
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)Nc5ccc(NC(=O)N6CC[C@H]7CC[C@H](N7C(=O)[C@H](C6)NC(=O)[C@H](C)NC)C(=O)NC(c8ccccc8)c9ccccc9)cc5	CHEMBL2348623	pIC50=8.38
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)NCCCCCCCCNC(=O)N5CC[C@H]6CC[C@H](N6C(=O)[C@H](C5)NC(=O)[C@H](C)NC)C(=O)NC(c7ccccc7)c8ccccc8	CHEMBL2348615	pIC50=8.39
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)NCc5cccc(CNC(=O)N6CC[C@H]7CC[C@H](N7C(=O)[C@H](C6)NC(=O)[C@H](C)NC)C(=O)NC(c8ccccc8)c9ccccc9)c5	CHEMBL2348621	pIC50=8.39
CN[C@@H](C)C(=O)N[C@H]1CCCC[C@H]2[C@@H](Cc3ccccc3)C[C@H](N2C1=O)C(=O)N[C@@H]4CCCc5ccccc45	CHEMBL475670	pKi=8.41
CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H]1C(=O)N[C@@H]2CCCc3ccccc23)NC(=O)c4ccc(cc4)C(=O)Nc5ccc6C[C@H](N(Cc6c5)C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)SCC(=O)NCCCN(CCCN(CCCCN(CCCNC(=N)N)C(=N)N)C(=N)N)C(=N)N)C(=O)N[C@@H]7CCCc8ccccc78)C(C)(C)C	CHEMBL3339228	pIC50=8.44
CN[C@@H](C)C(=O)N[C@H]1CCCCn2cc(nn2)[C@H](Cc3ccccc3)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCCn5cc(nn5)[C@H](Cc6ccccc6)NC(=O)[C@@H]7CCCN7C1=O)NC(=O)[C@H](C)NC	CHEMBL1095994	pIC50=8.89
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)Nc5ccc(Oc6ccc(NC(=O)N7CC[C@H]8CC[C@H](N8C(=O)[C@H](C7)NC(=O)[C@H](C)NC)C(=O)NC(c9ccccc9)c%10ccccc%10)cc6)cc5	CHEMBL2348619	pIC50=8.96
